'18','01-01-1980 00:00:00','9','de','A1','A1','A2','A1','A2','A1','A1','A1','A1','A1','A1','A1','A2','A1','A1','A1','A2','A1','A2','A1','A1','A1','A1','A2','A3','A1','A2','A2','A4','A2','A2','A1','A1','A1','A2','A2','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A5','A1','A1','A1','A1','A1','A5','A2','A2','A2','A2','A2','A1','A2','A3','A2','A2','A1','A2','A1','A2','A3','A1','A2','A1','A1','A1','A2','A1','A3','A1','A3','A3','A1','A1',,'A2','2','A2','A1'
'19','01-01-1980 00:00:00','9','de','A2','A2','A3','A2','A4','A3','A1','A2','A3','A2','A2','A4','A1','A4','A3','A3','A4','A2','A4','A2','A3','A3','A4','A2','A2','A2','A3','A2','A3','A2','A2','A3','A2','A4','A5','A3','A3','A3','A5','A4','A3','A3','A3','A4','A4','A5','A3','A3','A4','A3','A2','A3','A3','A3','A4','A4','A5','A4','A2','A3','A3','A3','A2','A4','A4','A2','A3','A3','A2','A2','A1','A2','A1','A2','A2','A1','A1','A2','A3','A2','A2',,'A1','2','A4','A2'
'20','01-01-1980 00:00:00','9','de','A1',,'A1',,'A1',,'A2',,'A1',,'A1',,'A2',,'A1',,'A1',,'A1',,'A1',,'A1','A1','A2','A1','A2','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A2','A2','A1','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A2','A1','A2','A1','A1','A1','A1','A1',,'A1','2','A4','A1'
'21','01-01-1980 00:00:00','9','de','A2','A1','A2','A1','A2','A1','A1','A1','A1','A1','A2','A1','A2','A1','A3','A1','A2','A1','A3','A2','A2','A1','A1','A2','A2','A2','A2','A1','A2','A3','A2','A1','A1','A1','A2','A2','A1','A2','A2','A2','A2','A1','A3','A2','A1','A2','A1','A1','A1','A2','A2','A2','A1','A2','A2','A3','A3','A3','A1','A2','A3','A3','A1','A2','A2','A2','A1','A2','A1','A1','A1','A2','A1','A2','A2','A3','A1','A2','A1','A2','A1','Einführung eines internen Fortbildungsangebot (Jahresprogramm) mit fachübergreifenden Inhouse-Schulungen','A1','2','A3','A3'
'22','01-01-1980 00:00:00','9','de','A2','A1','A2','A1','A3','A2','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A4','A2','A3','A2','A1','A1','A2','A1','A1','A1','A1','A5','A1','A1','A2','A1','A1','A1','A2','A1','A2','A2','A2','A1','A2','A1','A1','A1','A2','A1','A1','A1','A1','A2','A1','A1','A1','A1','A2','A2','A2','A2','A1','A2','A2','A2','A1','A1','A2','A5','A2','A5','A3','A2','A3','A2','A3','A2','A3','A2','A3','A2','A3','A2','A3','Keine','A1',,'A4','A1'
'23','01-01-1980 00:00:00','9','de','A1','A1','A2','A1','A2','A1','A2','A1','A2','A1','A1','A1','A2','A1','A2','A1','A3','A2','A2','A4','A2','A1','A2','A2','A2','A2','A2','A5','A5','A2','A2','A2','A2','A2','A2','A2','A2','A1','A1','A1','A2','A2','A2','A5','A2','A2','A1','A1','A1','A2','A2','A2','A2','A1','A2','A2','A1','A2','A1','A2','A2','A2','A2','A1','A1','A1','A2','A5','A3','A1','A1','A5','A3','A2','A3','A2','A1','A5','A3','A2','A1',,'A1',,'A4','A1'
'24','01-01-1980 00:00:00','9','de','A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A2',,'A2',,'A1',,'A1',,'A1','A1','A2','A1','A2','A5','A5','A1','A1','A1','A2','A2','A2','A1','A1','A1','A1','A1','A2','A1','A1','A1','A2','A1','A2','A2','A2','A1','A1','A1','A1','A2','A2','A2','A1','A1','A1','A1','A2','A2','A1','A1','A1','A1','A1','A5','A1','A1','A1','A1','A1','A1','A1','A5','A1','A5','A1','A1','A1',,'A2','2','A2','A1'
'25','01-01-1980 00:00:00','9','de','A2','A1','A3','A2','A3','A2','A2','A1','A3','A4','A3','A2','A2','A1','A3','A4','A3','A2','A2','A1','A2','A1','A2','A2','A3','A5','A2','A1','A5','A2','A3','A2','A3','A2','A5','A2','A1','A1','A2','A5','A2','A1','A3','A5','A3','A5','A3','A5','A5','A2','A1','A1','A2','A5','A2','A5','A5','A5','A1','A2','A2','A5','A5','A5','A5','A3','A4','A4','A3','A2','A1','A5','A3','A2','A3','A4','A3','A5','A3','A2','A1',,'A3','2','A2','A1'
'26','01-01-1980 00:00:00','9','de','A2','A1','A4','A4','A4','A2','A2','A1','A2','A4','A4','A4','A2','A1','A2','A1','A4','A2','A4','A3','A1','A1','A2','A1','A2','A1','A2','A1','A2','A2','A3','A1','A1','A1','A2','A2','A2','A2','A2','A2','A2','A1','A1','A1','A1','A1','A2','A1','A1','A1','A1','A1','A2','A2','A2','A2','A2','A2','A1','A2','A2','A2','A2','A1','A1','A4','A4','A1','A1','A1','A1','A4','A1','A1','A2','A1','A1','A2','A1','A1','A1',,'A1','2','A3','A1'
'27','01-01-1980 00:00:00','9','de','A1','A1','A3','A2','A2','A1','A2','A1','A2','A1','A3','A2','A1','A1','A3','A2','A3','A4','A2','A1','A2','A1','A2','A2','A2','A2','A2','A3','A5','A2','A2','A2','A1','A1','A3','A1','A1','A1','A1','A1','A2','A1','A1','A1','A2','A2','A2','A1','A1','A1','A2','A1','A2','A1','A2','A3','A2','A2','A1','A3','A3','A2','A3','A1','A1','A4','A4','A4','A1','A5','A1','A5','A3','A1','A3','A2','A1','A2','A1','A1','A1','zusätzliches Personal','A5','2','A3','A3'
'28','01-01-1980 00:00:00','9','de','A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1',,'A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A2','A2','A1','A2','A2','A1','A1','A1','A1','A2','A1','A1','A1','A2','A2','A2','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1',,'A2',,'A1',,'A1',,'A1',,'A1',,'A1',,,'A1','2','A3','A1'
'29','01-01-1980 00:00:00','9','de',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'30','01-01-1980 00:00:00','9','de','A3','A2','A3','A2','A3','A3','A2','A1','A4','A3','A2','A1','A3','A2','A4','A3','A2','A1','A2','A4','A1','A1','A4','A2','A2','A2','A1','A1','A2','A1','A3','A4','A4','A3','A1','A3','A4','A4','A3','A3','A3','A2','A5','A4','A5','A5','A4','A4','A5','A3','A2','A3','A3','A2','A3','A2','A4','A2','A3','A2','A4','A3','A1','A4','A3','A3','A5','A3','A2','A1','A1','A1','A1','A1','A3','A5','A3','A2','A1','A1','A1','Mehr Projekt-/ Teamarbeit ist m. E. nicht gleich zu setzen. Teamarbeit ist immer wünschenswert und auch in den meisten Fällen machbar und umsetzbar. Projektarbeit ist nur wünschenswert und machbar, wenn Ziele vorher genau definiert sind.','A1','2','A2','A1'
'31','01-01-1980 00:00:00','9','de','A1','A1','A2','A1','A2','A1','A1','A1','A3','A2','A2','A1','A1','A1','A2','A2','A3','A2','A3','A2','A1','A1','A2','A2','A1','A1','A1','A3','A3','A2','A1','A1','A1','A2','A2','A1','A1','A2','A1','A1','A2','A1','A1','A1','A1','A1','A2','A1','A1','A2','A2','A1','A1','A1','A2','A3','A2','A1','A3','A3','A2','A3','A1','A1','A2','A4','A4','A1','A1','A1','A1','A2','A1','A1','A1','A2','A1','A1','A1','A1','A1',,'A3','2','A4','A4'
'32','01-01-1980 00:00:00','9','de','A1',,'A2',,'A2',,'A1',,'A2',,'A2',,'A2',,'A2',,'A3',,'A3',,'A2',,'A2','A2','A2','A2','A2','A2','A2','A3','A3','A2','A2','A2','A2','A3','A3','A3','A3','A3','A2','A2','A2','A2','A2','A3','A3','A3','A3','A3','A2','A2','A2','A2','A2','A2','A2','A2',,,,,,,,'A3','A3','A3','A3','A3','A3','A2','A1','A1','A1','A2','A1','A2','A3','A2','A3',,'A2','2','A4','A4'
'34','01-01-1980 00:00:00','9','de','A1','A1','A2','A1','A2','A1','A1','A1','A1','A1','A2','A1','A1','A1','A2','A1','A2','A1','A2','A2','A2','A2','A1','A2','A2','A1','A2','A2','A1','A1','A2','A2','A2','A1','A2','A1','A1','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A3','A1','A3','A1','A3','A2','A2','A1','A1','A1','A5','A4','A2','A1','A5','A1','A3','A3','A5','A1','A3','A3','A3','A1','A5','A1',,'A2','2','A2','A1'
'35','01-01-1980 00:00:00','9','de','A3','A1','A2','A1','A2','A1','A2','A1','A2','A1','A2','A1','A2','A1','A2','A1','A4','A2','A2','A1','A1','A1','A1','A2','A1','A2','A2','A3','A3','A2','A2','A1','A2','A1','A3','A2','A1','A3','A2','A2','A2','A1','A3','A5','A5','A2','A3','A1','A1','A2','A1','A1','A2','A1','A2','A2','A2','A2','A1','A2','A5','A3','A2','A1','A2','A1','A2','A2','A1','A2','A3','A2','A1','A2','A2','A4','A2','A3','A3','A2','A1',,'A2','2','A2','A1'
'36','01-01-1980 00:00:00','9','de','A2','A1','A3','A2','A2','A1','A2','A1','A2','A1','A3','A2','A2','A1','A2','A1','A3','A2','A2','A1','A1','A1','A2','A2','A2','A2','A2','A3','A3','A2','A3','A2','A2','A2','A3','A2','A2','A3','A3','A2','A2','A2','A3','A4','A2','A2','A2','A2','A4','A2','A2','A3','A3','A3','A3','A4','A3','A4','A2','A4','A4','A3','A2','A5','A5','A4','A4','A3',,'A2',,'A1',,'A1',,'A3',,'A3',,'A1',,,'A4','2','A2','A3'
'38','01-01-1980 00:00:00','9','de','A2','A1','A3','A2','A2','A1','A1','A1','A2','A1','A2','A1','A2','A1','A2','A1','A3','A2','A3','A2','A2','A1','A2','A3','A5','A2','A3','A3','A5','A2','A3','A2','A1','A1','A2','A3','A1','A2','A2','A3','A3','A2','A3','A2','A5','A2','A3','A1','A1','A2','A2','A2','A3','A2','A2','A2','A3','A3',,'A2','A3','A5','A5','A2','A2','A3','A3','A2','A1','A2','A1','A1','A1','A2','A1','A5','A3','A5','A3','A2','A1',,'A2','2','A3','A3'
'39','01-01-1980 00:00:00','9','de','A1','A1','A1','A1','A1','A1','A1','A1','A2','A1','A2','A1','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A2','A2','A2','A2','A2','A2','A5','A1','A1','A2','A1','A2','A2','A2','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A1','A2','A2','A2','A2','A2','A3','A2','A2','A2','A2','A2','A2','A2','A1','A1','A3','A2','A4','A3','A2','A1','A3','A3','A3','A3','A4','A3','A3','A3','A3','A3',,'A2','2','A2','A1'
'40','01-01-1980 00:00:00','9','de',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'41','01-01-1980 00:00:00','9','de','A2','A1','A4','A4','A3','A2','A3','A2','A2','A4','A3','A2','A3','A2','A2','A1','A3','A4','A3','A2','A1','A1','A2','A2','A2','A2','A3','A2','A4','A1','A2','A2','A3','A2','A2','A2','A2','A3','A2','A5','A2','A2','A5','A3','A5','A2','A3','A5','A5','A2','A1','A2','A5','A2','A2','A2','A3','A4','A1','A2','A3','A2','A3','A1','A2','A5','A5','A5','A3','A1','A1','A2','A1','A1','A1','A5','A3','A2','A1','A2','A1',,'A2','2','A1','A1'
'42','01-01-1980 00:00:00','9','de','A1','A1','A3','A2','A3','A2','A1','A1','A2','A1','A2','A1','A2','A1','A2','A1','A3','A2','A4','A2','A2','A1','A2','A2','A3','A2','A2','A1','A3','A2','A2','A2','A2','A2','A2','A2','A3','A2','A2','A3','A3','A2','A2','A4','A2','A3','A4','A1','A1','A3','A2','A3','A2','A2','A3','A2','A3','A2','A3','A2','A2','A3','A2','A3','A3','A1','A2','A2','A1','A1','A1','A3','A3','A1','A1','A3','A3','A2','A1','A2','A3',,'A2','2','A2','A2'
'43','01-01-1980 00:00:00','9','de','A2','A1','A1','A1','A3','A2','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A4','A2','A3','A3','A1','A1','A2','A2','A2','A1','A2','A2','A2','A4','A3','A2','A1','A4','A3','A2','A3','A4','A3','A4','A4','A2','A2','A4','A4','A4','A4','A4','A1','A4','A1','A3','A4','A2','A4','A4','A3','A2','A2','A2','A2','A3','A3','A1','A2','A1','A4','A2','A1','A2','A1','A2','A1','A2','A2','A2','A2','A2','A2','A2','A1',,'A2','2','A3','A3'
'44','01-01-1980 00:00:00','9','de','A1','A1','A2','A2','A2','A2','A1',,'A1',,'A2',,'A2','A2','A3','A2','A4','A2','A2','A2','A3','A2','A2','A3','A2','A2','A2','A5','A2','A2','A2','A1','A2','A2','A3','A2','A4','A3','A3','A2','A3','A2','A2','A3','A3','A2','A3','A2','A2','A2','A1','A2','A3','A2','A3','A3','A3','A2','A2','A3','A3','A4','A4','A1','A3','A4','A4','A2','A1','A1','A1','A1','A1','A2','A3','A2','A3','A2','A1','A2','A1',,'A2','2','A4','A3'
'45','01-01-1980 00:00:00','9','de','A3','A2','A2','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A1','A2','A1','A3','A2','A3','A2','A1','A1','A2','A2','A2','A2','A1','A2','A3','A2','A2','A2','A2','A2','A3','A3','A2','A2','A2','A3','A3','A1','A2','A3','A2','A5','A3','A3','A4','A2','A1','A1','A2','A3','A2','A3','A2','A3','A1','A2','A2','A2','A3','A1','A1','A1','A5','A1','A1','A1','A1','A2','A1','A2','A1','A3','A3','A2','A1','A2','A1',,'A1','2','A2','A1'
'47','01-01-1980 00:00:00','9','de','A1','A1','A2','A1','A1','A1','A1','A1','A1','A1','A2','A1','A1','A1','A2','A4','A2','A4','A4','A2','A2','A1','A1','A2','A2','A1','A1','A4','A2','A5','A5','A2','A1','A2','A5','A3','A4','A3','A2','A3','A4','A5','A3','A3','A2','A3','A4','A5','A5','A5','A1','A5','A2','A2','A2','A5','A5','A5','A1','A5','A2','A2','A5','A1','A1','A4','A4','A4','A2','A1','A1','A2','A3','A2','A3','A1','A1','A1','A1','A2','A3',,'A2','1','A4','A4'
'49','01-01-1980 00:00:00','9','de','A2','A1','A2','A1','A1','A1','A2','A2','A2','A1','A3','A2','A2','A1','A2',,'A2','A1','A4','A3','A1',,'A2','A2','A2','A2','A1','A1','A4','A2','A1','A2','A2','A1','A2','A1','A1','A2','A1','A2','A2','A1','A2','A2','A5','A5','A3','A5','A5','A1','A1','A1','A2','A2','A4','A4','A4','A5','A1','A4','A4','A4','A2','A5','A4','A1','A4','A5','A1','A1','A1','A1','A3','A1','A1','A4','A3','A5','A3','A5','A3',,'A1','2','A1','A1'
'50','01-01-1980 00:00:00','9','de','A2','A2','A3','A2','A4','A2','A2','A3','A4','A2','A3','A2','A2','A1','A4','A2','A4','A2','A3','A2','A1','A1','A3','A2','A3','A2','A2','A2','A3','A1','A2','A1','A2','A2','A3','A2','A2','A2','A2','A2','A1','A2','A2','A3','A3','A2','A2','A2','A1','A2','A2','A2','A2','A2','A2','A3','A3','A2','A2','A4','A3','A3','A3','A1','A1','A4','A4','A3','A2','A2','A1','A1','A1','A1','A1','A1','A1','A2','A1',,'A1',,'A2','2','A4','A3'
'52','01-01-1980 00:00:00','9','de','A2','A2','A2','A1','A3','A2','A2','A1','A3','A4','A2','A1','A2','A2','A2','A2','A2','A1','A2','A2','A2','A2','A2','A1','A5','A5','A5','A5','A3','A2','A3','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A1','A2','A3','A2','A5','A2','A2','A2','A5','A5','A5','A5','A4','A4','A4','A1','A3','A1','A1',,'A2',,'A3',,'A3',,'A2',,,'A1','1','A3','A2'
'54','01-01-1980 00:00:00','9','de','A2','A2','A2','A4','A2','A2','A2','A1','A2','A1','A3','A2','A2','A2','A2','A2','A2','A2','A2','A1','A1','A1','A2','A2','A2','A1','A2','A1','A5','A2','A1','A1','A2','A1','A2','A5','A5','A2','A2','A2','A5','A5','A2','A2','A2','A2','A3','A2','A1','A2','A1','A2','A2','A2','A5','A2','A2','A5','A1','A2','A2','A3','A3','A2','A2','A1','A1','A2',,'A1',,'A1',,'A1',,'A2',,'A1',,'A1',,,'A2',,'A2','A2'
'55','01-01-1980 00:00:00','9','de','A2','A1','A1','A1','A2','A1','A1','A1','A3','A4','A3','A2','A1','A1','A2','A2','A4','A2','A3','A2','A1','A1','A1','A2','A2','A2','A1','A2','A3','A2','A1','A1','A1','A2','A3','A3','A1','A2','A1','A2','A1','A1','A2','A1','A1','A2','A3','A2','A1','A2','A2','A2','A3','A2','A3','A4','A2','A2','A2','A3','A3','A3','A5','A1','A3','A2','A2','A1','A3','A2','A1','A1','A2','A1','A2','A1','A1','A1','A1','A1','A2',,'A2',,'A4','A4'
'56','01-01-1980 00:00:00','9','de','A3','A3','A4','A2','A3','A2','A4','A2','A4','A3','A4','A3','A4','A3','A3','A3','A4','A3','A4','A3','A2','A2','A3','A2','A2','A1','A2','A5','A3','A1','A1','A1','A3','A4','A3','A3','A4','A4','A4','A4','A4','A4','A3','A4','A4','A4','A4','A4','A1','A2','A2','A3','A4','A4','A4','A4','A4','A4','A2','A3','A3','A3','A3','A2','A2','A4','A4','A5',,'A4',,,,'A4',,'A4',,'A4',,'A4',,,'A1','2','A3','A3'
'57','01-01-1980 00:00:00','9','de','A2','A1','A3','A2','A2','A1','A2','A1','A3','A2','A3','A2','A2','A1','A2','A4','A4','A2','A3','A2','A3','A4','A2','A2','A2','A1','A2','A2','A3','A3','A2','A2','A1','A2','A2','A2','A3','A3','A3','A2','A3','A2','A2','A3','A4','A2','A3','A3','A2','A2','A2','A2','A2','A2','A3','A3','A3','A3','A2','A2','A2','A2','A5','A2','A5','A1','A4','A1','A2','A2','A1','A2','A1','A2','A3','A2','A3','A2','A1','A2','A1',,'A1','2','A4','A4'
'58','01-01-1980 00:00:00','9','de','A2','A1','A2','A1','A2','A1','A1','A1','A2','A4','A2','A4','A2','A4','A4','A4','A3','A4','A2','A1','A2','A1','A2','A2','A1','A1','A2','A3','A4','A4','A5','A5','A2','A3','A3','A2','A3','A3','A3','A2','A4','A1','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A2','A3','A3','A2','A3','A2','A3','A3','A2','A5','A1','A1','A4','A4','A5','A1','A1','A1','A2','A1','A5','A2','A5',,'A5',,'A2','A1',,'A2',,'A3','A2'
'60','01-01-1980 00:00:00','9','de',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'61','01-01-1980 00:00:00','9','de','A2','A1','A2','A1','A3','A4','A3','A4','A3','A4','A3','A1','A2','A1','A1','A1','A3','A4','A3','A2','A1','A1','A2','A2','A3','A5','A2','A3','A3','A1','A4','A2','A3','A3','A3','A2','A2','A2','A3','A3','A2','A2','A2','A3','A3','A2','A3','A2','A2','A2','A1','A2','A3','A3','A3','A3','A3','A3','A2','A2','A2','A3','A3','A1','A2','A3','A3','A3','A1','A3','A1','A2','A1','A3','A1','A3','A1','A3','A1','A2','A1',,'A2','2','A3','A3'
'62','01-01-1980 00:00:00','9','de','A1','A1','A1','A1','A2','A1','A1','A1','A2','A1','A1','A1','A2','A1','A2','A1','A4','A2','A3','A2','A2','A1','A2','A2','A2','A1','A3',,'A2','A2','A1','A1','A2','A5','A5','A2','A5','A5','A5','A2','A2','A2','A3','A5','A5','A2','A2','A2','A1','A2','A1','A2','A2','A2','A5','A5','A5','A5','A2','A2','A2','A5','A5','A1','A2','A1','A2','A5','A3','A2','A3','A2','A2','A1','A1','A2','A1','A2','A2','A5','A3',,'A2','1','A2','A1'
'63','01-01-1980 00:00:00','9','de','A2','A1','A3','A1','A2','A1','A2','A1','A2','A1','A3','A2','A3','A2','A1','A1','A3','A2','A2','A1','A1','A1','A2','A2','A2','A2','A2','A2','A3','A2','A3','A2','A2','A4','A2','A2','A1','A1','A2','A2','A5','A3','A2','A5','A5','A2','A2','A2','A1','A2','A2','A2','A2','A1','A3','A3','A3','A3','A2','A2','A2','A4','A5','A1','A3','A4','A4','A2','A1','A2','A1','A5','A1','A1','A1','A5','A1','A1','A1','A1','A1',,'A2','2','A2','A2'
'64','01-01-1980 00:00:00','9','de','A2','A1','A3','A2','A2','A1','A2','A1','A2','A1','A3','A2','A3','A2','A2','A1','A3','A2','A3','A3','A2','A1','A2','A3','A2','A2','A2','A1','A1','A2','A2','A1','A2','A2','A2','A3','A2','A1','A1','A2','A2','A2','A2','A1','A1','A2','A2','A1','A1','A1','A1','A1','A2','A2','A3','A4','A3','A3','A1','A2','A2','A2','A2','A1','A1','A3','A3','A2','A1','A1','A1','A2','A1','A1','A1','A2','A1','A2','A1','A2','A1',,'A1','2','A3','A1'
'65','01-01-1980 00:00:00','9','de','A2',,'A2',,'A2',,'A2',,'A3',,'A2',,'A2',,'A3',,'A3',,'A2',,'A2',,'A2','A2','A2','A2','A2','A3','A3','A3','A2','A2','A2','A2','A2','A1','A1','A1','A1','A1','A1','A1','A2','A1','A2','A1','A1','A1','A1','A1','A1','A1','A1','A2','A2','A3','A2','A3','A1','A2','A2','A2','A2','A1','A2','A4','A4','A4','A3','A2','A1','A2','A1','A2','A1','A3','A2','A3','A2','A3','A2',,'A4','2','A3','A4'
